time,electrical_field_cw,quantum_excited_cw,coherence_cw,electrical_field_pulse,quantum_excited_pulse,coherence_pulse
20.370370,0.006963,0.024547,0.309480,0.206633,0.031966,0.351817
20.420420,0.027510,0.024550,0.309496,0.203057,0.032327,0.353734
20.470470,0.048120,0.024558,0.309548,0.199481,0.032684,0.355618
20.520521,0.068740,0.024576,0.309657,0.195914,0.033037,0.357464
20.570571,0.089319,0.024606,0.309842,0.192366,0.033383,0.359268
20.620621,0.109804,0.024652,0.310124,0.188846,0.033722,0.361027
20.670671,0.130143,0.024717,0.310520,0.185362,0.034054,0.362737
20.720721,0.150283,0.024803,0.311050,0.181923,0.034378,0.364394
20.770771,0.170173,0.024915,0.311730,0.178538,0.034692,0.365998
20.820821,0.189760,0.025053,0.312575,0.175216,0.034997,0.367545
20.870871,0.208994,0.025223,0.313601,0.171964,0.035292,0.369034
20.920921,0.227823,0.025424,0.314819,0.168791,0.035577,0.370464
20.970971,0.246199,0.025660,0.316239,0.165706,0.035850,0.371833
21.021021,0.264070,0.025933,0.317869,0.162715,0.036112,0.373139
21.071071,0.281390,0.026243,0.319714,0.159827,0.036363,0.374383
21.121121,0.298111,0.026592,0.321777,0.157048,0.036602,0.375563
21.171171,0.314188,0.026981,0.324058,0.154387,0.036828,0.376681
21.221221,0.329577,0.027411,0.326555,0.151848,0.037043,0.377735
21.271271,0.344234,0.027881,0.329263,0.149440,0.037246,0.378727
21.321321,0.358119,0.028391,0.332175,0.147167,0.037436,0.379656
21.371371,0.371191,0.028941,0.335281,0.145036,0.037614,0.380523
21.421421,0.383414,0.029529,0.338569,0.143053,0.037780,0.381327
21.471471,0.394751,0.030155,0.342025,0.141221,0.037933,0.382070
21.521522,0.405170,0.030815,0.345634,0.139546,0.038075,0.382752
21.571572,0.414638,0.031509,0.349380,0.138032,0.038204,0.383375
21.621622,0.423126,0.032234,0.353243,0.136683,0.038320,0.383937
21.671672,0.430609,0.032987,0.357206,0.135502,0.038425,0.384442
21.721722,0.437060,0.033765,0.361248,0.134492,0.038518,0.384887
21.771772,0.442459,0.034564,0.365348,0.133656,0.038599,0.385275
21.821822,0.446785,0.035382,0.369486,0.132995,0.038668,0.385605
21.871872,0.450022,0.036214,0.373642,0.132512,0.038725,0.385877
21.921922,0.452156,0.037055,0.377795,0.132208,0.038770,0.386092
21.971972,0.453176,0.037903,0.381926,0.132084,0.038803,0.386251
22.022022,0.453072,0.038754,0.386014,0.132092,0.038824,0.386352
22.072072,0.451840,0.039601,0.390041,0.131860,0.038834,0.386397
22.122122,0.449476,0.040442,0.393988,0.131307,0.038831,0.386385
22.172172,0.445980,0.041272,0.397839,0.130435,0.038817,0.386316
22.222222,0.441354,0.042088,0.401578,0.129246,0.038791,0.386191
22.272272,0.435606,0.042884,0.405190,0.127743,0.038753,0.386012
22.322322,0.428742,0.043657,0.408662,0.125930,0.038705,0.385782
22.372372,0.420775,0.044404,0.411982,0.123811,0.038647,0.385502
22.422422,0.411718,0.045121,0.415137,0.121392,0.038578,0.385176
22.472472,0.401590,0.045804,0.418120,0.118679,0.038501,0.384806
22.522523,0.390409,0.046452,0.420923,0.115677,0.038416,0.384397
22.572573,0.378198,0.047061,0.423538,0.112396,0.038324,0.383953
22.622623,0.364983,0.047630,0.425963,0.108843,0.038225,0.383479
22.672673,0.350792,0.048156,0.428193,0.105027,0.038121,0.382979
22.722723,0.335656,0.048639,0.430226,0.100957,0.038014,0.382459
22.772773,0.319608,0.049078,0.432064,0.096644,0.037903,0.381924
22.822823,0.302684,0.049473,0.433707,0.092099,0.037791,0.381379
22.872873,0.284921,0.049823,0.435159,0.087332,0.037677,0.380830
22.922923,0.266360,0.050130,0.436426,0.082356,0.037565,0.380283
22.972973,0.247044,0.050394,0.437514,0.077183,0.037454,0.379743
23.023023,0.227018,0.050618,0.438432,0.071826,0.037346,0.379216
23.073073,0.206329,0.050803,0.439189,0.066299,0.037242,0.378708
23.123123,0.185026,0.050951,0.439797,0.060615,0.037143,0.378224
23.173173,0.163158,0.051067,0.440269,0.054788,0.037050,0.377770
23.223223,0.140779,0.051153,0.440619,0.048834,0.036965,0.377350
23.273273,0.117942,0.051213,0.440864,0.042766,0.036887,0.376969
23.323323,0.094702,0.051252,0.441021,0.036601,0.036818,0.376631
23.373373,0.071116,0.051273,0.441108,0.030353,0.036759,0.376340
23.423423,0.047242,0.051282,0.441145,0.024038,0.036710,0.376099
23.473473,0.023138,0.051284,0.441152,0.017673,0.036672,0.375912
23.523524,-0.001135,0.051283,0.441149,0.011272,0.036646,0.375781
23.573574,-0.025517,0.051286,0.441160,0.004852,0.036631,0.375707
23.623624,-0.049948,0.051297,0.441205,-0.001571,0.036628,0.375692
23.673674,-0.074367,0.051322,0.441308,-0.007981,0.036637,0.375737
23.723724,-0.098711,0.051367,0.441490,-0.014361,0.036658,0.375840
23.773774,-0.122918,0.051436,0.441772,-0.020696,0.036691,0.376002
23.823824,-0.146926,0.051536,0.442176,-0.026970,0.036735,0.376222
23.873874,-0.170674,0.051670,0.442721,-0.033168,0.036791,0.376498
23.923924,-0.194102,0.051844,0.443426,-0.039273,0.036858,0.376828
23.973974,-0.217147,0.052063,0.444309,-0.045271,0.036936,0.377208
24.024024,-0.239751,0.052330,0.445385,-0.051146,0.037023,0.377636
24.074074,-0.261853,0.052650,0.446666,-0.056884,0.037119,0.378108
24.124124,-0.283395,0.053025,0.448165,-0.062470,0.037224,0.378619
24.174174,-0.304319,0.053458,0.449889,-0.067890,0.037335,0.379165
24.224224,-0.324571,0.053952,0.451845,-0.073130,0.037453,0.379740
24.274274,-0.344094,0.054508,0.454036,-0.078179,0.037577,0.380341
24.324324,-0.362838,0.055128,0.456462,-0.083022,0.037705,0.380962
24.374374,-0.380750,0.055813,0.459121,-0.087648,0.037836,0.381597
24.424424,-0.397780,0.056562,0.462009,-0.092044,0.037968,0.382240
24.474474,-0.413880,0.057375,0.465116,-0.096201,0.038102,0.382886
24.524525,-0.429007,0.058251,0.468433,-0.100107,0.038236,0.383529
24.574575,-0.443116,0.059187,0.471948,-0.103753,0.038367,0.384163
24.624625,-0.456166,0.060182,0.475646,-0.107129,0.038497,0.384784
24.674675,-0.468121,0.061232,0.479510,-0.110228,0.038622,0.385386
24.724725,-0.478943,0.062334,0.483522,-0.113040,0.038743,0.385964
24.774775,-0.488599,0.063484,0.487662,-0.115560,0.038858,0.386513
24.824825,-0.497060,0.064677,0.491909,-0.117781,0.038966,0.387030
24.874875,-0.504297,0.065907,0.496241,-0.119697,0.039067,0.387508
24.924925,-0.510287,0.067171,0.500636,-0.121304,0.039159,0.387946
24.974975,-0.515008,0.068461,0.505072,-0.122596,0.039242,0.388339
25.025025,-0.518441,0.069772,0.509526,-0.123572,0.039315,0.388685
25.075075,-0.520573,0.071097,0.513975,-0.124229,0.039377,0.388982
25.125125,-0.521390,0.072430,0.518398,-0.124565,0.039429,0.389228
25.175175,-0.520883,0.073764,0.522772,-0.124578,0.039470,0.389421
25.225225,-0.519049,0.075091,0.527078,-0.124270,0.039499,0.389559
25.275275,-0.515884,0.076406,0.531295,-0.123641,0.039517,0.389644
25.325325,-0.511390,0.077702,0.535405,-0.122692,0.039524,0.389675
25.375375,-0.505572,0.078972,0.539391,-0.121426,0.039519,0.389652
25.425425,-0.498438,0.080210,0.543236,-0.119846,0.039503,0.389577
25.475475,-0.489999,0.081409,0.546926,-0.117956,0.039477,0.389452
25.525526,-0.480271,0.082565,0.550448,-0.115761,0.039440,0.389278
25.575576,-0.469271,0.083672,0.553791,-0.113266,0.039394,0.389059
25.625626,-0.457022,0.084725,0.556944,-0.110477,0.039338,0.388798
25.675676,-0.443547,0.085720,0.559901,-0.107402,0.039275,0.388497
25.725726,-0.428876,0.086654,0.562654,-0.104048,0.039204,0.388161
25.775776,-0.413038,0.087522,0.565198,-0.100424,0.039127,0.387794
25.825826,-0.396069,0.088324,0.567531,-0.096538,0.039044,0.387400
25.875876,-0.378006,0.089057,0.569653,-0.092401,0.038957,0.386986
25.925926,-0.358890,0.089721,0.571563,-0.088022,0.038867,0.386556
25.975976,-0.338763,0.090315,0.573265,-0.083413,0.038775,0.386115
26.026026,-0.317671,0.090840,0.574763,-0.078586,0.038681,0.385668
26.076076,-0.295663,0.091297,0.576063,-0.073552,0.038588,0.385221
26.126126,-0.272791,0.091689,0.577173,-0.068325,0.038496,0.384780
26.176176,-0.249108,0.092018,0.578103,-0.062916,0.038407,0.384351
26.226226,-0.224669,0.092288,0.578864,-0.057341,0.038321,0.383939
26.276276,-0.199534,0.092503,0.579470,-0.051612,0.038240,0.383550
26.326326,-0.173761,0.092668,0.579935,-0.045744,0.038165,0.383188
26.376376,-0.147414,0.092789,0.580275,-0.039752,0.038097,0.382859
26.426426,-0.120556,0.092872,0.580507,-0.033652,0.038036,0.382568
26.476476,-0.093253,0.092924,0.580651,-0.027457,0.037985,0.382318
26.526527,-0.065570,0.092951,0.580727,-0.021184,0.037943,0.382114
26.576577,-0.037577,0.092961,0.580756,-0.014849,0.037911,0.381960
26.626627,-0.009342,0.092963,0.580761,-0.008466,0.037890,0.381858
26.676677,0.019065,0.092964,0.580763,-0.002053,0.037880,0.381812
26.726727,0.047572,0.092972,0.580787,0.004374,0.037882,0.381823
26.776777,0.076108,0.092996,0.580855,0.010800,0.037897,0.381892
26.826827,0.104601,0.093045,0.580990,0.017209,0.037923,0.382020
26.876877,0.132981,0.093126,0.581217,0.023583,0.037962,0.382208
26.926927,0.161174,0.093247,0.581557,0.029909,0.038013,0.382455
26.976977,0.189109,0.093417,0.582033,0.036169,0.038076,0.382760
27.027027,0.216714,0.093644,0.582665,0.042347,0.038151,0.383122
27.077077,0.243919,0.093933,0.583472,0.048430,0.038238,0.383540
27.127127,0.270652,0.094293,0.584472,0.054401,0.038335,0.384009
27.177177,0.296845,0.094728,0.585679,0.060245,0.038443,0.384527
27.227227,0.322431,0.095245,0.587107,0.065947,0.038561,0.385090
27.277277,0.347341,0.095849,0.588767,0.071495,0.038687,0.385694
27.327327,0.371511,0.096542,0.590667,0.076872,0.038821,0.386335
27.377377,0.394875,0.097329,0.592812,0.082067,0.038962,0.387008
27.427427,0.417373,0.098212,0.595203,0.087067,0.039109,0.387708
27.477477,0.438944,0.099192,0.597840,0.091858,0.039261,0.388429
27.527528,0.459530,0.100271,0.600721,0.096429,0.039416,0.389167
27.577578,0.479075,0.101446,0.603838,0.100768,0.039574,0.389914
27.627628,0.497527,0.102719,0.607182,0.104865,0.039734,0.390666
27.677678,0.514833,0.104085,0.610742,0.108709,0.039893,0.391417
27.727728,0.530947,0.105542,0.614502,0.112290,0.040052,0.392160
27.777778,0.545822,0.107087,0.618447,0.115601,0.040208,0.392892
27.827828,0.559416,0.108713,0.622558,0.118632,0.040360,0.393605
27.877878,0.571691,0.110416,0.626815,0.121376,0.040508,0.394296
27.927928,0.582610,0.112189,0.631197,0.123827,0.040651,0.394959
27.977978,0.592141,0.114025,0.635682,0.125977,0.040786,0.395588
28.028028,0.600254,0.115915,0.640246,0.127822,0.040914,0.396181
28.078078,0.606922,0.117852,0.644866,0.129357,0.041033,0.396731
28.128128,0.612125,0.119826,0.649516,0.130578,0.041142,0.397237
28.178178,0.615843,0.121828,0.654175,0.131483,0.041241,0.397695
28.228228,0.618061,0.123849,0.658818,0.132069,0.041330,0.398103
28.278278,0.618768,0.125878,0.663423,0.132334,0.041407,0.398457
28.328328,0.617956,0.127905,0.667968,0.132278,0.041472,0.398757
28.378378,0.615622,0.129920,0.672431,0.131902,0.041525,0.399000
28.428428,0.611766,0.131913,0.676793,0.131205,0.041565,0.399186
28.478478,0.606391,0.133874,0.681035,0.130190,0.041593,0.399315
28.528529,0.599506,0.135794,0.685140,0.128860,0.041609,0.399387
28.578579,0.591121,0.137663,0.689092,0.127217,0.041612,0.399403
28.628629,0.581254,0.139473,0.692878,0.125266,0.041604,0.399364
28.678679,0.569922,0.141214,0.696485,0.123012,0.041584,0.399273
28.728729,0.557149,0.142880,0.699902,0.120460,0.041553,0.399131
28.778779,0.542961,0.144464,0.703120,0.117617,0.041512,0.398940
28.828829,0.527389,0.145960,0.706132,0.114490,0.041460,0.398705
28.878879,0.510467,0.147363,0.708934,0.111086,0.041400,0.398429
28.928929,0.492232,0.148668,0.711521,0.107414,0.041332,0.398115
28.978979,0.472726,0.149872,0.713892,0.103484,0.041257,0.397769
29.029029,0.451992,0.150973,0.716045,0.099305,0.041176,0.397395
29.079079,0.430078,0.151970,0.717984,0.094888,0.041090,0.396999
29.129129,0.407034,0.152863,0.719711,0.090243,0.041001,0.396584
29.179179,0.382916,0.153653,0.721232,0.085382,0.040909,0.396157
29.229229,0.357777,0.154342,0.722553,0.080318,0.040815,0.395723
29.279279,0.331680,0.154934,0.723684,0.075063,0.040722,0.395288
29.329329,0.304685,0.155432,0.724633,0.069630,0.040629,0.394858
29.379379,0.276857,0.155843,0.725413,0.064033,0.040539,0.394438
29.429429,0.248263,0.156171,0.726036,0.058286,0.040452,0.394034
29.479479,0.218971,0.156426,0.726517,0.052402,0.040370,0.393652
29.529530,0.189054,0.156614,0.726872,0.046398,0.040294,0.393296
29.579580,0.158582,0.156744,0.727119,0.040288,0.040225,0.392972
29.629630,0.127633,0.156827,0.727276,0.034087,0.040163,0.392684
29.679680,0.096280,0.156872,0.727361,0.027810,0.040111,0.392437
29.729730,0.064603,0.156890,0.727395,0.021474,0.040068,0.392235
29.779780,0.032679,0.156893,0.727399,0.015094,0.040035,0.392082
29.829830,0.000587,0.156891,0.727396,0.008687,0.040013,0.391980
29.879880,-0.031593,0.156896,0.727406,0.002267,0.040003,0.391932
29.929930,-0.063779,0.156921,0.727453,-0.004148,0.040005,0.391941
29.979980,-0.095891,0.156976,0.727557,-0.010542,0.040019,0.392007
30.030030,-0.127847,0.157074,0.727741,-0.016814,0.040045,0.392131
30.080080,-0.159567,0.157225,0.728025,-0.022575,0.040084,0.392311
30.130130,-0.190970,0.157440,0.728430,-0.027768,0.040133,0.392543
30.180180,-0.221975,0.157730,0.728976,-0.032382,0.040192,0.392820
30.230230,-0.252503,0.158105,0.729679,-0.036403,0.040260,0.393137
30.280280,-0.282475,0.158573,0.730556,-0.039821,0.040335,0.393488
30.330330,-0.311813,0.159143,0.731619,-0.042629,0.040416,0.393864
30.380380,-0.340441,0.159822,0.732882,-0.044820,0.040501,0.394260
30.430430,-0.368284,0.160617,0.734354,-0.046386,0.040588,0.394669
30.480480,-0.395269,0.161532,0.736042,-0.047326,0.040678,0.395084
30.530531,-0.421325,0.162572,0.737950,-0.047636,0.040767,0.395498
30.580581,-0.446381,0.163740,0.740079,-0.047316,0.040854,0.395905
30.630631,-0.470372,0.165037,0.742428,-0.046366,0.040939,0.396297
30.680681,-0.493231,0.166464,0.744994,-0.044789,0.041019,0.396670
30.730731,-0.514897,0.168021,0.747769,-0.042588,0.041095,0.397018
30.780781,-0.535311,0.169704,0.750746,-0.039770,0.041163,0.397336
30.830831,-0.554416,0.171512,0.753911,-0.036340,0.041225,0.397620
30.880881,-0.572159,0.173439,0.757252,-0.032309,0.041278,0.397867
30.930931,-0.588489,0.175479,0.760753,-0.027685,0.041323,0.398074
30.980981,-0.603360,0.177626,0.764395,-0.022481,0.041359,0.398239
31.031031,-0.616727,0.179871,0.768160,-0.016710,0.041386,0.398362
31.081081,-0.628553,0.182205,0.772027,-0.010385,0.041403,0.398442
31.131131,-0.638799,0.184620,0.775977,-0.003522,0.041412,0.398481
31.181181,-0.647435,0.187102,0.779987,0.003860,0.041412,0.398481
31.231231,-0.654432,0.189642,0.784036,0.011744,0.041404,0.398444
31.281281,-0.659764,0.192226,0.788100,0.020109,0.041389,0.398375
31.331331,-0.663413,0.194842,0.792158,0.028936,0.041368,0.398278
31.381381,-0.665363,0.197477,0.796190,0.038201,0.041342,0.398159
31.431431,-0.665601,0.200117,0.800176,0.047882,0.041313,0.398025
31.481481,-0.664120,0.202749,0.804095,0.057954,0.041282,0.397884
31.531532,-0.660916,0.205360,0.807929,0.068393,0.041252,0.397744
31.581582,-0.655992,0.207935,0.811661,0.079171,0.041224,0.397615
31.631632,-0.649351,0.210462,0.815274,0.090263,0.041200,0.397506
31.681682,-0.641005,0.212929,0.818756,0.101639,0.041184,0.397429
31.731732,-0.630968,0.215323,0.822093,0.113272,0.041176,0.397394
31.781782,-0.619257,0.217634,0.825274,0.125132,0.041180,0.397413
31.831832,-0.605896,0.219849,0.828289,0.137191,0.041198,0.397497
31.881882,-0.590912,0.221961,0.831130,0.149417,0.041233,0.397658
31.931932,-0.574337,0.223960,0.833791,0.161780,0.041288,0.397909
31.981982,-0.556205,0.225839,0.836268,0.174249,0.041364,0.398261
32.032032,-0.536556,0.227593,0.838557,0.186696,0.041465,0.398725
32.082082,-0.515434,0.229216,0.840657,0.198722,0.041593,0.399312
32.132132,-0.492887,0.230704,0.842567,0.210260,0.041749,0.400030
32.182182,-0.468965,0.232056,0.844290,0.221282,0.041936,0.400886
32.232232,-0.443723,0.233272,0.845827,0.231761,0.042155,0.401885
32.282282,-0.417221,0.234351,0.847185,0.241670,0.042407,0.403030
32.332332,-0.389520,0.235297,0.848368,0.250984,0.042692,0.404324
32.382382,-0.360685,0.236113,0.849385,0.259680,0.043012,0.405766
32.432432,-0.330784,0.236804,0.850242,0.267736,0.043365,0.407356
32.482482,-0.299889,0.237377,0.850951,0.275133,0.043753,0.409090
32.532533,-0.268074,0.237840,0.851522,0.281852,0.044174,0.410964
32.582583,-0.235416,0.238203,0.851967,0.287876,0.044628,0.412972
32.632633,-0.201993,0.238475,0.852302,0.293190,0.045113,0.415105
32.682683,-0.167887,0.238668,0.852539,0.297781,0.045628,0.417354
32.732733,-0.133182,0.238795,0.852694,0.301638,0.046171,0.419709
32.782783,-0.097962,0.238868,0.852784,0.304751,0.046739,0.422158
32.832833,-0.062314,0.238902,0.852826,0.307112,0.047331,0.424691
32.882883,-0.026327,0.238912,0.852837,0.308716,0.047943,0.427292
32.932933,0.009911,0.238912,0.852838,0.309559,0.048574,0.429950
32.982983,0.046309,0.238919,0.852847,0.309639,0.049219,0.432650
33.033033,0.082776,0.238948,0.852882,0.308955,0.049876,0.435376
33.083083,0.119220,0.239014,0.852963,0.307511,0.050541,0.438116
33.133133,0.155550,0.239132,0.853108,0.305308,0.051211,0.440854
33.183183,0.191674,0.239319,0.853336,0.302354,0.051882,0.443577
33.233233,0.227502,0.239588,0.853664,0.298656,0.052551,0.446271
33.283283,0.262941,0.239955,0.854111,0.294223,0.053215,0.448923
33.333333,0.297901,0.240431,0.854690,0.289066,0.053870,0.451520
33.383383,0.332293,0.241029,0.855416,0.283199,0.054512,0.454049
33.433433,0.366028,0.241762,0.856301,0.276636,0.055138,0.456500
33.483483,0.399020,0.242638,0.857356,0.269395,0.055746,0.458861
33.533534,0.431184,0.243667,0.858588,0.261492,0.056332,0.461125
33.583584,0.462436,0.244857,0.860005,0.252949,0.056895,0.463282
33.633634,0.492695,0.246214,0.861610,0.243786,0.057430,0.465325
33.683684,0.521881,0.247742,0.863402,0.234027,0.057937,0.467248
33.733734,0.549918,0.249443,0.865382,0.223697,0.058413,0.469044
33.783784,0.576732,0.251320,0.867545,0.212821,0.058856,0.470711
33.833834,0.602252,0.253373,0.869885,0.201427,0.059266,0.472245
33.883884,0.626411,0.255598,0.872394,0.189543,0.059642,0.473645
33.933934,0.649143,0.257993,0.875060,0.177200,0.059983,0.474911
33.983984,0.670387,0.260551,0.877871,0.164427,0.060289,0.476044
34.034034,0.690084,0.263266,0.880811,0.151258,0.060561,0.477045
34.084084,0.708182,0.266129,0.883865,0.137725,0.060797,0.477916
34.134134,0.724630,0.269130,0.887016,0.123863,0.061001,0.478664
34.184184,0.739382,0.272259,0.890245,0.109706,0.061173,0.479293
34.234234,0.752397,0.275501,0.893533,0.095289,0.061314,0.479809
34.284284,0.763635,0.278843,0.896861,0.080649,0.061426,0.480221
34.334334,0.773065,0.282271,0.900209,0.065822,0.061513,0.480538
34.384384,0.780657,0.285767,0.903558,0.050846,0.061576,0.480768
34.434434,0.786386,0.289315,0.906889,0.035758,0.061618,0.480922
34.484484,0.790235,0.292899,0.910185,0.020596,0.061643,0.481011
34.534535,0.792187,0.296501,0.913429,0.005397,0.061653,0.481046
34.584585,0.792232,0.300103,0.916605,-0.009799,0.061651,0.481041
34.634635,0.790364,0.303687,0.919698,-0.024956,0.061642,0.481009
34.684685,0.786583,0.307234,0.922695,-0.040034,0.061630,0.480963
34.734735,0.780894,0.310728,0.925583,-0.054997,0.061617,0.480916
34.784785,0.773304,0.314152,0.928354,-0.069807,0.061607,0.480882
34.834835,0.763828,0.317489,0.930999,-0.084426,0.061605,0.480874
34.884885,0.752485,0.320724,0.933510,-0.098818,0.061614,0.480906
34.934935,0.739297,0.323843,0.935882,-0.112948,0.061637,0.480991
34.984985,0.724292,0.326831,0.938109,-0.126779,0.061679,0.481142
35.035035,0.707503,0.329676,0.940191,-0.140277,0.061742,0.481371
35.085085,0.688968,0.332369,0.942125,-0.153409,0.061829,0.481688
35.135135,0.668727,0.334900,0.943911,-0.166141,0.061943,0.482104
35.185185,0.646827,0.337262,0.945550,-0.178441,0.062087,0.482627
35.235235,0.623317,0.339448,0.947044,-0.190278,0.062264,0.483267
35.285285,0.598254,0.341454,0.948395,-0.201624,0.062474,0.484029
35.335335,0.571694,0.343279,0.949607,-0.212449,0.062721,0.484920
35.385385,0.543700,0.344921,0.950685,-0.222726,0.063005,0.485943
35.435435,0.514339,0.346383,0.951634,-0.232430,0.063327,0.487100
35.485485,0.483680,0.347667,0.952459,-0.241536,0.063688,0.488392
35.535536,0.451797,0.348779,0.953168,-0.250020,0.064088,0.489818
35.585586,0.418765,0.349726,0.953767,-0.257862,0.064526,0.491376
35.635636,0.384666,0.350515,0.954262,-0.265043,0.065003,0.493063
35.685686,0.349580,0.351158,0.954664,-0.271543,0.065517,0.494872
35.735736,0.313594,0.351666,0.954980,-0.277348,0.066067,0.496799
35.785786,0.276794,0.352053,0.955221,-0.282440,0.066651,0.498833
35.835836,0.239272,0.352332,0.955393,-0.286809,0.067267,0.500968
35.885886,0.201118,0.352519,0.955509,-0.290443,0.067913,0.503191
35.935936,0.162429,0.352632,0.955578,-0.293332,0.068585,0.505493
35.985986,0.123297,0.352686,0.955612,-0.295469,0.069281,0.507863
36.036036,0.083821,0.352702,0.955621,-0.296849,0.069998,0.510287
36.086086,0.044099,0.352696,0.955618,-0.297468,0.070732,0.512754
36.136136,0.004229,0.352689,0.955614,-0.297324,0.071480,0.515249
36.186186,-0.035688,0.352699,0.955620,-0.296418,0.072237,0.517760
36.236236,-0.075552,0.352745,0.955648,-0.294751,0.073000,0.520273
36.286286,-0.115262,0.352845,0.955710,-0.292328,0.073765,0.522775
36.336336,-0.154720,0.353019,0.955817,-0.289154,0.074527,0.525253
36.386386,-0.193825,0.353283,0.955979,-0.285237,0.075284,0.527696
36.436436,-0.232476,0.353655,0.956207,-0.280588,0.076030,0.530091
36.486486,-0.270576,0.354150,0.956509,-0.275216,0.076762,0.532426
36.536537,-0.308026,0.354782,0.956894,-0.269136,0.077476,0.534691
36.586587,-0.344732,0.355565,0.957368,-0.262362,0.078169,0.536875
36.636637,-0.380597,0.356512,0.957937,-0.254912,0.078838,0.538970
36.686687,-0.415529,0.357632,0.958606,-0.246803,0.079478,0.540968
36.736737,-0.449438,0.358934,0.959375,-0.238057,0.080089,0.542861
36.786787,-0.482233,0.360424,0.960247,-0.228694,0.080666,0.544643
36.836837,-0.513829,0.362108,0.961219,-0.218738,0.081208,0.546309
36.886887,-0.544142,0.363989,0.962290,-0.208215,0.081714,0.547855
36.936937,-0.573093,0.366067,0.963456,-0.197149,0.082180,0.549278
36.986987,-0.600603,0.368342,0.964710,-0.185569,0.082608,0.550577
37.037037,-0.626599,0.370811,0.966044,-0.173503,0.082995,0.551750
37.087087,-0.651009,0.373469,0.967450,-0.160982,0.083343,0.552799
37.137137,-0.673767,0.376308,0.968917,-0.148037,0.083651,0.553726
37.187187,-0.694810,0.379321,0.970436,-0.134701,0.083919,0.554532
37.237237,-0.714079,0.382497,0.971993,-0.121006,0.084149,0.555221
37.287287,-0.731521,0.385823,0.973578,-0.106986,0.084342,0.555800
37.337337,-0.747083,0.389287,0.975177,-0.092678,0.084501,0.556274
37.387387,-0.760721,0.392871,0.976777,-0.078117,0.084627,0.556651
37.437437,-0.772394,0.396560,0.978366,-0.063338,0.084723,0.556939
37.487487,-0.782065,0.400336,0.979932,-0.048380,0.084793,0.557145
37.537538,-0.789704,0.404182,0.981465,-0.033280,0.084838,0.557281
37.587588,-0.795284,0.408076,0.982954,-0.018074,0.084864,0.557357
37.637638,-0.798784,0.412000,0.984390,-0.002803,0.084873,0.557384
37.687688,-0.800188,0.415933,0.985764,0.012497,0.084869,0.557374
37.737738,-0.799485,0.419854,0.987069,0.027787,0.084858,0.557339
37.787788,-0.796670,0.423743,0.988301,0.043029,0.084842,0.557293
37.837838,-0.791742,0.427581,0.989455,0.058184,0.084827,0.557248
37.887888,-0.784707,0.431348,0.990528,0.073214,0.084816,0.557216
37.937938,-0.775576,0.435023,0.991520,0.088083,0.084815,0.557211
37.987988,-0.764363,0.438591,0.992429,0.102752,0.084826,0.557246
38.038038,-0.751090,0.442033,0.993256,0.117185,0.084856,0.557333
38.088088,-0.735784,0.445334,0.994005,0.131346,0.084907,0.557485
38.138138,-0.718477,0.448481,0.994677,0.145199,0.084983,0.557713
38.188188,-0.699204,0.451460,0.995276,0.158710,0.085089,0.558027
38.238238,-0.678008,0.454261,0.995806,0.171844,0.085227,0.558438
38.288288,-0.654936,0.456874,0.996273,0.184569,0.085401,0.558953
38.338338,-0.630040,0.459292,0.996679,0.196854,0.085613,0.559582
38.388388,-0.603376,0.461512,0.997032,0.208667,0.085866,0.560331
38.438438,-0.575006,0.463529,0.997336,0.219979,0.086162,0.561204
38.488488,-0.544996,0.465344,0.997594,0.230762,0.086502,0.562207
38.538539,-0.513415,0.466957,0.997813,0.240988,0.086888,0.563341
38.588589,-0.480338,0.468372,0.997997,0.250633,0.087320,0.564607
38.638639,-0.445843,0.469595,0.998148,0.259671,0.087799,0.566005
38.688689,-0.410013,0.470634,0.998273,0.268081,0.088325,0.567533
38.738739,-0.372934,0.471498,0.998373,0.275842,0.088896,0.569187
38.788789,-0.334695,0.472199,0.998452,0.282935,0.089513,0.570964
38.838839,-0.295388,0.472751,0.998513,0.289341,0.090172,0.572857
38.888889,-0.255110,0.473167,0.998558,0.295046,0.090874,0.574858
38.938939,-0.213958,0.473467,0.998590,0.300034,0.091614,0.576959
38.988989,-0.172032,0.473666,0.998611,0.304293,0.092390,0.579150
39.039039,-0.129437,0.473786,0.998624,0.307813,0.093199,0.581422
39.089089,-0.086278,0.473845,0.998630,0.310586,0.094038,0.583764
39.139139,-0.042660,0.473864,0.998632,0.312605,0.094904,0.586164
39.189189,0.001306,0.473865,0.998632,0.313865,0.095791,0.588609
39.239239,0.045514,0.473871,0.998632,0.314362,0.096696,0.591087
39.289289,0.089851,0.473903,0.998636,0.314097,0.097615,0.593585
39.339339,0.134207,0.473984,0.998645,0.313069,0.098541,0.596090
39.389389,0.178471,0.474135,0.998660,0.311281,0.099473,0.598590
39.439439,0.222530,0.474377,0.998685,0.308740,0.100403,0.601073
39.489489,0.266274,0.474730,0.998721,0.305450,0.101329,0.603526
39.539540,0.309593,0.475215,0.998769,0.301420,0.102244,0.605938
39.589590,0.352376,0.475851,0.998832,0.296661,0.103145,0.608296
39.639640,0.394515,0.476653,0.998908,0.291185,0.104027,0.610591
39.689690,0.435901,0.477638,0.998999,0.285006,0.104886,0.612812
39.739740,0.476430,0.478819,0.999101,0.278139,0.105717,0.614951
