time,electrical_field_cw,quantum_excited_cw,coherence_cw,electrical_field_pulse,quantum_excited_pulse,coherence_pulse
39.789790,0.515997,0.480209,0.999215,0.270602,0.106518,0.616999
39.839840,0.554500,0.481818,0.999337,0.262414,0.107285,0.618949
39.889890,0.591842,0.483655,0.999464,0.253596,0.108014,0.620795
39.939940,0.627924,0.485724,0.999591,0.244169,0.108703,0.622531
39.989990,0.662653,0.488030,0.999713,0.234159,0.109349,0.624153
40.040040,0.695938,0.490573,0.999821,0.223752,0.109952,0.625658
40.090090,0.727693,0.493354,0.999910,0.213303,0.110509,0.627046
40.140140,0.757835,0.496368,0.999972,0.202849,0.111022,0.628319
40.190190,0.786285,0.499611,0.999998,0.192415,0.111491,0.629478
40.240240,0.812966,0.503075,0.999980,0.182028,0.111917,0.630528
40.290290,0.837807,0.506749,0.999908,0.171715,0.112300,0.631471
40.340340,0.860742,0.510621,0.999773,0.161500,0.112643,0.632312
40.390390,0.881710,0.514677,0.999568,0.151410,0.112947,0.633055
40.440440,0.900653,0.518901,0.999284,0.141470,0.113214,0.633707
40.490490,0.917519,0.523277,0.998914,0.131705,0.113445,0.634271
40.540541,0.932261,0.527784,0.998454,0.122139,0.113643,0.634754
40.590591,0.944838,0.532402,0.997897,0.112797,0.113811,0.635162
40.640641,0.955212,0.537108,0.997241,0.103702,0.113950,0.635500
40.690691,0.963353,0.541881,0.996485,0.094877,0.114063,0.635776
40.740741,0.969236,0.546696,0.995628,0.086343,0.114154,0.635995
40.790791,0.972842,0.551532,0.994673,0.078122,0.114224,0.636165
40.840841,0.974155,0.556363,0.993624,0.070236,0.114276,0.636291
40.890891,0.973168,0.561165,0.992488,0.062703,0.114312,0.636378
40.940941,0.969877,0.565915,0.991271,0.055542,0.114335,0.636434
40.990991,0.964287,0.570589,0.989983,0.048772,0.114347,0.636463
41.041041,0.956406,0.575164,0.988634,0.042410,0.114350,0.636471
41.091091,0.946249,0.579621,0.987238,0.036470,0.114347,0.636463
41.141141,0.933836,0.583937,0.985807,0.030969,0.114339,0.636444
41.191191,0.919193,0.588095,0.984355,0.025920,0.114328,0.636417
41.241241,0.902353,0.592075,0.982896,0.021335,0.114315,0.636385
41.291291,0.883352,0.595864,0.981446,0.017227,0.114301,0.636352
41.341341,0.862234,0.599448,0.980018,0.013605,0.114287,0.636319
41.391391,0.839046,0.602814,0.978628,0.010478,0.114275,0.636290
41.441441,0.813842,0.605955,0.977287,0.007855,0.114265,0.636264
41.491491,0.786681,0.608861,0.976009,0.005741,0.114256,0.636243
41.541542,0.757626,0.611529,0.974803,0.004143,0.114249,0.636226
41.591592,0.726746,0.613955,0.973680,0.003063,0.114243,0.636212
41.641642,0.694115,0.616141,0.972646,0.002506,0.114238,0.636200
41.691692,0.659809,0.618087,0.971708,0.002472,0.114234,0.636189
41.741742,0.623912,0.619800,0.970869,0.002961,0.114228,0.636176
41.791792,0.586509,0.621285,0.970132,0.003972,0.114221,0.636158
41.841842,0.547691,0.622552,0.969495,0.005503,0.114211,0.636133
41.891892,0.507552,0.623612,0.968956,0.007550,0.114195,0.636096
41.941942,0.466189,0.624478,0.968512,0.010107,0.114174,0.636044
41.991992,0.423703,0.625165,0.968157,0.013168,0.114144,0.635972
42.042042,0.380198,0.625692,0.967885,0.016554,0.114105,0.635877
42.092092,0.335781,0.626075,0.967686,0.019934,0.114056,0.635757
42.142142,0.290562,0.626334,0.967551,0.023293,0.113995,0.635610
42.192192,0.244651,0.626491,0.967468,0.026622,0.113924,0.635436
42.242242,0.198161,0.626566,0.967429,0.029913,0.113841,0.635235
42.292292,0.151209,0.626583,0.967420,0.033157,0.113747,0.635006
42.342342,0.103910,0.626565,0.967430,0.036347,0.113641,0.634748
42.392392,0.056384,0.626534,0.967446,0.039475,0.113524,0.634463
42.442442,0.008748,0.626514,0.967456,0.042531,0.113396,0.634152
42.492492,-0.038878,0.626528,0.967448,0.045510,0.113258,0.633815
42.542543,-0.086375,0.626599,0.967411,0.048404,0.113110,0.633453
42.592593,-0.133622,0.626748,0.967333,0.051204,0.112952,0.633068
42.642643,-0.180502,0.626996,0.967203,0.053904,0.112786,0.632661
42.692693,-0.226893,0.627364,0.967010,0.056498,0.112611,0.632233
42.742743,-0.272680,0.627869,0.966743,0.058978,0.112429,0.631787
42.792793,-0.317745,0.628529,0.966393,0.061339,0.112241,0.631325
42.842843,-0.361972,0.629359,0.965949,0.063574,0.112048,0.630850
42.892893,-0.405250,0.630374,0.965404,0.065678,0.111851,0.630364
42.942943,-0.447466,0.631584,0.964747,0.067646,0.111650,0.629870
42.992993,-0.488511,0.633000,0.963970,0.069472,0.111448,0.629371
43.043043,-0.528278,0.634627,0.963066,0.071152,0.111244,0.628868
43.093093,-0.566664,0.636473,0.962026,0.072682,0.111041,0.628365
43.143143,-0.603569,0.638539,0.960844,0.074057,0.110839,0.627864
43.193193,-0.638896,0.640826,0.959513,0.075275,0.110640,0.627370
43.243243,-0.672551,0.643333,0.958027,0.076332,0.110444,0.626885
43.293293,-0.704444,0.646055,0.956381,0.077226,0.110254,0.626411
43.343343,-0.734491,0.648986,0.954571,0.077953,0.110069,0.625952
43.393393,-0.762611,0.652117,0.952594,0.078513,0.109892,0.625508
43.443443,-0.788727,0.655437,0.950447,0.078904,0.109722,0.625084
43.493493,-0.812768,0.658935,0.948130,0.079125,0.109560,0.624681
43.543544,-0.834667,0.662595,0.945645,0.079175,0.109409,0.624302
43.593594,-0.854363,0.666401,0.942993,0.079054,0.109268,0.623948
43.643644,-0.871799,0.670335,0.940180,0.078763,0.109137,0.623622
43.693694,-0.886925,0.674377,0.937210,0.078301,0.109018,0.623324
43.743744,-0.899698,0.678508,0.934094,0.077671,0.108911,0.623055
43.793794,-0.910077,0.682707,0.930841,0.076874,0.108816,0.622816
43.843844,-0.918029,0.686951,0.927464,0.075911,0.108734,0.622608
43.893894,-0.923527,0.691217,0.923979,0.074785,0.108663,0.622432
43.943944,-0.926549,0.695484,0.920400,0.073499,0.108606,0.622287
43.993994,-0.927082,0.699727,0.916748,0.072057,0.108561,0.622173
44.044044,-0.925117,0.703926,0.913043,0.070461,0.108528,0.622090
44.094094,-0.920650,0.708058,0.909307,0.068716,0.108506,0.622036
44.144144,-0.913687,0.712102,0.905562,0.066826,0.108496,0.622010
44.194194,-0.904236,0.716037,0.901834,0.064796,0.108496,0.622011
44.244244,-0.892315,0.719844,0.898146,0.062630,0.108507,0.622037
44.294294,-0.877947,0.723506,0.894523,0.060335,0.108527,0.622087
44.344344,-0.861160,0.727006,0.890990,0.057916,0.108555,0.622159
44.394394,-0.841991,0.730331,0.887571,0.055379,0.108591,0.622250
44.444444,-0.820479,0.733467,0.884288,0.052731,0.108634,0.622358
44.494494,-0.796673,0.736403,0.881161,0.049978,0.108682,0.622479
44.544545,-0.770626,0.739132,0.878210,0.047127,0.108735,0.622612
44.594595,-0.742397,0.741648,0.875451,0.044185,0.108791,0.622754
44.644645,-0.712051,0.743947,0.872898,0.041159,0.108850,0.622902
44.694695,-0.679658,0.746025,0.870562,0.038058,0.108911,0.623053
44.744745,-0.645295,0.747885,0.868448,0.034889,0.108971,0.623205
44.794795,-0.609041,0.749529,0.866562,0.031659,0.109031,0.623354
44.844845,-0.570984,0.750963,0.864904,0.028378,0.109088,0.623498
44.894895,-0.531213,0.752194,0.863471,0.025053,0.109142,0.623634
44.944945,-0.489825,0.753232,0.862256,0.021693,0.109193,0.623760
44.994995,-0.446919,0.754087,0.861248,0.018305,0.109238,0.623873
45.045045,-0.402598,0.754774,0.860436,0.014899,0.109277,0.623972
45.095095,-0.356970,0.755308,0.859802,0.011483,0.109310,0.624054
45.145145,-0.310147,0.755706,0.859330,0.008066,0.109335,0.624117
45.195195,-0.262243,0.755985,0.858997,0.004656,0.109352,0.624159
45.245245,-0.213376,0.756166,0.858782,0.001262,0.109360,0.624179
45.295295,-0.163665,0.756268,0.858660,-0.002108,0.109358,0.624175
45.345345,-0.113235,0.756313,0.858606,-0.005446,0.109347,0.624148
45.395395,-0.062208,0.756322,0.858594,-0.008742,0.109327,0.624096
45.445445,-0.010713,0.756319,0.858598,-0.011989,0.109296,0.624019
45.495495,0.041123,0.756325,0.858591,-0.015179,0.109255,0.623916
45.545546,0.093170,0.756363,0.858547,-0.018304,0.109204,0.623788
45.595596,0.145299,0.756453,0.858438,-0.021355,0.109142,0.623635
45.645646,0.197378,0.756618,0.858240,-0.024325,0.109071,0.623456
45.695696,0.249277,0.756879,0.857928,-0.027207,0.108991,0.623255
45.745746,0.300865,0.757255,0.857478,-0.029994,0.108902,0.623031
45.795796,0.352013,0.757764,0.856866,-0.032678,0.108804,0.622786
45.845846,0.402590,0.758424,0.856071,-0.035253,0.108699,0.622521
45.895896,0.452468,0.759249,0.855072,-0.037713,0.108586,0.622238
45.945946,0.501521,0.760254,0.853850,-0.040051,0.108468,0.621939
45.995996,0.549625,0.761451,0.852385,-0.042262,0.108343,0.621625
46.046046,0.596656,0.762851,0.850663,-0.044339,0.108214,0.621300
46.096096,0.642494,0.764460,0.848665,-0.046279,0.108081,0.620965
46.146146,0.687021,0.766285,0.846379,-0.048075,0.107946,0.620623
46.196196,0.730123,0.768329,0.843792,-0.049724,0.107809,0.620277
46.246246,0.771689,0.770594,0.840894,-0.051222,0.107671,0.619928
46.296296,0.811612,0.773080,0.837674,-0.052564,0.107533,0.619579
46.346346,0.849789,0.775783,0.834125,-0.053748,0.107397,0.619232
46.396396,0.886119,0.778696,0.830243,-0.054770,0.107262,0.618891
46.446446,0.920507,0.781814,0.826022,-0.055628,0.107131,0.618558
46.496496,0.952865,0.785125,0.821463,-0.056320,0.107004,0.618234
46.546547,0.983107,0.788620,0.816566,-0.056844,0.106881,0.617923
46.596597,1.011152,0.792284,0.811336,-0.057199,0.106765,0.617626
46.646647,1.036927,0.796103,0.805779,-0.057384,0.106654,0.617345
46.696697,1.060361,0.800058,0.799906,-0.057399,0.106551,0.617081
46.746747,1.081391,0.804132,0.793727,-0.057243,0.106455,0.616836
46.796797,1.099961,0.808305,0.787259,-0.056917,0.106367,0.616612
46.846847,1.116019,0.812558,0.780522,-0.056422,0.106288,0.616410
46.896897,1.129519,0.816869,0.773539,-0.055759,0.106217,0.616230
46.946947,1.140424,0.821216,0.766334,-0.054930,0.106156,0.616072
46.996997,1.148700,0.825577,0.758938,-0.053936,0.106103,0.615938
47.047047,1.154321,0.829929,0.751382,-0.052781,0.106060,0.615826
47.097097,1.157269,0.834250,0.743702,-0.051467,0.106025,0.615737
47.147147,1.157531,0.838519,0.735936,-0.049998,0.105999,0.615671
47.197197,1.155101,0.842716,0.728127,-0.048377,0.105981,0.615626
47.247247,1.149980,0.846818,0.720315,-0.046608,0.105972,0.615602
47.297297,1.142176,0.850807,0.712547,-0.044696,0.105970,0.615597
47.347347,1.131702,0.854664,0.704868,-0.042646,0.105975,0.615610
47.397397,1.118581,0.858372,0.697323,-0.040462,0.105986,0.615638
47.447447,1.102839,0.861918,0.689960,-0.038150,0.106002,0.615680
47.497497,1.084511,0.865286,0.682823,-0.035716,0.106023,0.615734
47.547548,1.063638,0.868466,0.675955,-0.033166,0.106049,0.615798
47.597598,1.040267,0.871446,0.669398,-0.030507,0.106077,0.615870
47.647648,1.014452,0.874220,0.663189,-0.027745,0.106107,0.615946
47.697698,0.986253,0.876782,0.657362,-0.024886,0.106137,0.616025
47.747748,0.955735,0.879127,0.651944,-0.021939,0.106168,0.616104
47.797798,0.922971,0.881256,0.646960,-0.018910,0.106197,0.616179
47.847848,0.888037,0.883169,0.642426,-0.015807,0.106225,0.616249
47.897898,0.851018,0.884866,0.638353,-0.012638,0.106249,0.616312
47.947948,0.812002,0.886355,0.634746,-0.009411,0.106270,0.616364
47.997998,0.771082,0.887640,0.631602,-0.006133,0.106285,0.616403
48.048048,0.728357,0.888732,0.628911,-0.002814,0.106294,0.616427
48.098098,0.683930,0.889641,0.626658,0.000540,0.106297,0.616433
48.148148,0.637910,0.890379,0.624821,0.003918,0.106292,0.616419
48.198198,0.590408,0.890957,0.623371,0.007313,0.106278,0.616384
48.248248,0.541541,0.891392,0.622277,0.010717,0.106255,0.616327
48.298298,0.491428,0.891700,0.621502,0.014120,0.106223,0.616245
48.348348,0.440192,0.891897,0.621005,0.017515,0.106181,0.616138
48.398398,0.387959,0.892001,0.620742,0.020892,0.106129,0.616004
48.448448,0.334857,0.892031,0.620668,0.024243,0.106066,0.615842
48.498498,0.281020,0.892004,0.620735,0.027561,0.105991,0.615651
48.548549,0.226579,0.891940,0.620897,0.030836,0.105906,0.615433
48.598599,0.171671,0.891857,0.621105,0.034060,0.105810,0.615187
48.648649,0.116431,0.891774,0.621314,0.037225,0.105703,0.614913
48.698699,0.060997,0.891709,0.621477,0.040324,0.105586,0.614612
48.748749,0.005509,0.891681,0.621550,0.043348,0.105458,0.614285
48.798799,-0.049894,0.891704,0.621490,0.046290,0.105321,0.613932
48.848849,-0.105074,0.891796,0.621258,0.049142,0.105174,0.613554
48.898899,-0.159890,0.891971,0.620815,0.051898,0.105019,0.613154
48.948949,-0.214206,0.892243,0.620127,0.054550,0.104856,0.612734
48.998999,-0.267883,0.892625,0.619162,0.057091,0.104686,0.612296
49.049049,-0.320785,0.893126,0.617889,0.059516,0.104510,0.611842
49.099099,-0.372777,0.893755,0.616283,0.061818,0.104329,0.611373
49.149149,-0.423727,0.894521,0.614320,0.063991,0.104144,0.610893
49.199199,-0.473504,0.895430,0.611979,0.066030,0.103955,0.610403
49.249249,-0.521981,0.896485,0.609243,0.067930,0.103764,0.609908
49.299299,-0.569032,0.897688,0.606099,0.069686,0.103573,0.609410
49.349349,-0.614536,0.899040,0.602533,0.071293,0.103382,0.608912
49.399399,-0.658375,0.900540,0.598539,0.072747,0.103192,0.608416
49.449449,-0.700435,0.902184,0.594111,0.074045,0.103004,0.607927
49.499499,-0.740606,0.903969,0.589248,0.075183,0.102820,0.607445
49.549550,-0.778783,0.905887,0.583952,0.076159,0.102640,0.606975
49.599600,-0.814865,0.907931,0.578227,0.076970,0.102466,0.606519
49.649650,-0.848755,0.910091,0.572082,0.077613,0.102299,0.606080
49.699700,-0.880364,0.912357,0.565529,0.078088,0.102139,0.605660
49.749750,-0.909607,0.914717,0.558582,0.078393,0.101987,0.605262
49.799800,-0.936405,0.917159,0.551262,0.078527,0.101845,0.604887
49.849850,-0.960685,0.919668,0.543591,0.078490,0.101713,0.604538
49.899900,-0.982378,0.922230,0.535596,0.078282,0.101591,0.604217
49.949950,-1.001424,0.924830,0.527307,0.077903,0.101480,0.603924
50.000000,-1.017770,0.927453,0.518758,0.077355,0.101380,0.603661
