scenario,time,cw_coherence,pulse_coherence,cw_population,pulse_population
excellent_qubit,42.642,0.00052694,0.00711226,0.00000000,0.00000000
excellent_qubit,43.144,0.00231411,0.00707667,0.00000000,0.00000000
excellent_qubit,43.645,0.00150133,0.00704126,0.00000000,0.00000000
excellent_qubit,44.147,0.00006006,0.00700604,0.00000000,0.00000000
excellent_qubit,44.649,0.00324554,0.00697098,0.00000000,0.00000000
excellent_qubit,45.151,0.00053975,0.00693611,0.00000000,0.00000000
excellent_qubit,45.652,0.00223959,0.00690141,0.00000000,0.00000000
excellent_qubit,46.154,0.00151726,0.00686688,0.00000000,0.00000000
excellent_qubit,46.656,0.00012760,0.00683253,0.00000000,0.00000000
excellent_qubit,47.157,0.00322220,0.00679835,0.00000000,0.00000000
excellent_qubit,47.659,0.00055065,0.00676435,0.00000000,0.00000000
excellent_qubit,48.161,0.00216528,0.00673051,0.00000000,0.00000000
excellent_qubit,48.662,0.00153388,0.00669684,0.00000000,0.00000000
excellent_qubit,49.164,0.00019353,0.00666335,0.00000000,0.00000000
excellent_qubit,49.666,0.00319846,0.00663002,0.00000000,0.00000000
excellent_qubit,50.167,0.00055968,0.00659686,0.00000000,0.00000000
excellent_qubit,50.669,0.00209116,0.00656386,0.00000000,0.00000000
excellent_qubit,51.171,0.00155116,0.00653103,0.00000000,0.00000000
excellent_qubit,51.672,0.00025787,0.00649837,0.00000000,0.00000000
excellent_qubit,52.174,0.00317431,0.00646587,0.00000000,0.00000000
excellent_qubit,52.676,0.00056687,0.00643353,0.00000000,0.00000000
excellent_qubit,53.177,0.00201724,0.00640135,0.00000000,0.00000000
excellent_qubit,53.679,0.00156904,0.00636934,0.00000000,0.00000000
excellent_qubit,54.181,0.00032061,0.00633749,0.00000000,0.00000000
excellent_qubit,54.682,0.00314973,0.00630579,0.00000000,0.00000000
excellent_qubit,55.184,0.00057226,0.00627426,0.00000000,0.00000000
excellent_qubit,55.686,0.00194352,0.00624288,0.00000000,0.00000000
excellent_qubit,56.187,0.00158748,0.00621166,0.00000000,0.00000000
excellent_qubit,56.689,0.00038175,0.00618060,0.00000000,0.00000000
excellent_qubit,57.191,0.00312468,0.00614970,0.00000000,0.00000000
excellent_qubit,57.692,0.00057587,0.00611894,0.00000000,0.00000000
excellent_qubit,58.194,0.00187001,0.00608835,0.00000000,0.00000000
excellent_qubit,58.696,0.00160643,0.00605790,0.00000000,0.00000000
excellent_qubit,59.197,0.00044129,0.00602761,0.00000000,0.00000000
excellent_qubit,59.699,0.00309915,0.00599747,0.00000000,0.00000000
excellent_qubit,60.201,0.00057773,0.00596748,0.00000000,0.00000000
excellent_qubit,60.702,0.00179671,0.00593764,0.00000000,0.00000000
excellent_qubit,61.204,0.00162585,0.00590795,0.00000000,0.00000000
excellent_qubit,61.706,0.00049923,0.00587841,0.00000000,0.00000000
excellent_qubit,62.207,0.00307313,0.00584901,0.00000000,0.00000000
excellent_qubit,62.709,0.00057788,0.00581976,0.00000000,0.00000000
excellent_qubit,63.211,0.00172364,0.00579066,0.00000000,0.00000000
excellent_qubit,63.712,0.00164570,0.00576171,0.00000000,0.00000000
excellent_qubit,64.214,0.00055558,0.00573290,0.00000000,0.00000000
excellent_qubit,64.716,0.00304659,0.00570423,0.00000000,0.00000000
excellent_qubit,65.217,0.00057635,0.00567570,0.00000000,0.00000000
excellent_qubit,65.719,0.00165079,0.00564732,0.00000000,0.00000000
excellent_qubit,66.221,0.00166592,0.00561908,0.00000000,0.00000000
excellent_qubit,66.722,0.00061032,0.00559098,0.00000000,0.00000000
excellent_qubit,67.224,0.00301952,0.00556302,0.00000000,0.00000000
excellent_qubit,67.726,0.00057317,0.00553520,0.00000000,0.00000000
excellent_qubit,68.227,0.00157818,0.00550752,0.00000000,0.00000000
excellent_qubit,68.729,0.00168647,0.00547997,0.00000000,0.00000000
excellent_qubit,69.231,0.00066347,0.00545256,0.00000000,0.00000000
excellent_qubit,69.732,0.00299190,0.00542529,0.00000000,0.00000000
excellent_qubit,70.234,0.00056838,0.00539816,0.00000000,0.00000000
excellent_qubit,70.736,0.00150581,0.00537116,0.00000000,0.00000000
excellent_qubit,71.237,0.00170731,0.00534429,0.00000000,0.00000000
excellent_qubit,71.739,0.00071501,0.00531756,0.00000000,0.00000000
excellent_qubit,72.241,0.00296372,0.00529096,0.00000000,0.00000000
excellent_qubit,72.742,0.00056199,0.00526449,0.00000000,0.00000000
excellent_qubit,73.244,0.00143370,0.00523815,0.00000000,0.00000000
excellent_qubit,73.746,0.00172840,0.00521194,0.00000000,0.00000000
excellent_qubit,74.247,0.00076495,0.00518587,0.00000000,0.00000000
excellent_qubit,74.749,0.00293495,0.00515992,0.00000000,0.00000000
excellent_qubit,75.251,0.00055406,0.00513410,0.00000000,0.00000000
excellent_qubit,75.753,0.00136186,0.00510841,0.00000000,0.00000000
excellent_qubit,76.254,0.00174968,0.00508284,0.00000000,0.00000000
excellent_qubit,76.756,0.00081329,0.00505741,0.00000000,0.00000000
excellent_qubit,77.258,0.00290560,0.00503210,0.00000000,0.00000000
excellent_qubit,77.759,0.00054460,0.00500692,0.00000000,0.00000000
excellent_qubit,78.261,0.00129031,0.00498186,0.00000000,0.00000000
excellent_qubit,78.763,0.00177112,0.00495693,0.00000000,0.00000000
excellent_qubit,79.264,0.00086003,0.00493213,0.00000000,0.00000000
excellent_qubit,79.766,0.00287565,0.00490745,0.00000000,0.00000000
excellent_qubit,80.268,0.00053366,0.00488289,0.00000000,0.00000000
excellent_qubit,80.769,0.00121904,0.00485845,0.00000000,0.00000000
excellent_qubit,81.271,0.00179267,0.00483414,0.00000000,0.00000000
excellent_qubit,81.773,0.00090517,0.00480995,0.00000000,0.00000000
excellent_qubit,82.274,0.00284508,0.00478588,0.00000000,0.00000000
excellent_qubit,82.776,0.00052126,0.00476193,0.00000000,0.00000000
excellent_qubit,83.278,0.00114808,0.00473810,0.00000000,0.00000000
excellent_qubit,83.779,0.00181430,0.00471439,0.00000000,0.00000000
excellent_qubit,84.281,0.00094870,0.00469080,0.00000000,0.00000000
excellent_qubit,84.783,0.00281390,0.00466733,0.00000000,0.00000000
excellent_qubit,85.284,0.00050744,0.00464397,0.00000000,0.00000000
excellent_qubit,85.786,0.00107745,0.00462073,0.00000000,0.00000000
